date,settle,pre_cur_linear,pre_five_linear,pre_ten_linear,pre_cur_nlinear,pre_five_nl,pre_ten_nlinear
3/28/12,620.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/29/12,604,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/30/12,644,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/2/12,655,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/3/12,653,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/4/12,650.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/5/12,652.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/9/12,641.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/10/12,625.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/11/12,627,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/12/12,629,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
4/13/12,620.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/16/12,613.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/17/12,607.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/18/12,594,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/19/12,612,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/20/12,603,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/23/12,612.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/24/12,608,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/25/12,601,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/26/12,607.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/27/12,625.5,314.2517529,312.9754134,311.9398454,5.909821222,5.905917404,5.901613764
4/30/12,634.25,270.0533607,269.3249947,267.9071331,5.739417497,5.738068494,5.736795748
5/1/12,629,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/2/12,611.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/3/12,614.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
5/4/12,620.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/7/12,620,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
5/8/12,623,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/9/12,607.25,203.6943917,203.3417263,202.557496,5.646714682,5.645778667,5.645335293
5/10/12,587.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
5/11/12,581,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/14/12,583,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/16/12,620,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/17/12,625,443.7073891,441.9779868,439.4631903,6.045740253,6.0424667,6.038406429
5/18/12,635.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/21/12,633,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/22/12,597,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/23/12,603.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
5/24/12,578.5,314.2517529,312.9754134,311.9398454,5.909821222,5.905917404,5.901613764
5/25/12,578.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/29/12,562.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/30/12,559.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/31/12,555.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/1/12,551.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/4/12,527.5,237.1038067,236.5634003,235.4622163,5.695098074,5.693960842,5.693106439
6/5/12,516,314.2517529,312.9754134,311.9398454,5.909821222,5.905917404,5.901613764
6/6/12,527.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/7/12,543,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
6/8/12,551,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/11/12,540.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/12/12,526.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/13/12,515,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/14/12,520.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/15/12,509.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/18/12,537,314.2517529,312.9754134,311.9398454,5.909821222,5.905917404,5.901613764
6/19/12,567.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
6/20/12,568.75,237.1038067,236.5634003,235.4622163,5.695098074,5.693960842,5.693106439
6/21/12,550.25,443.7073891,441.9779868,439.4631903,6.045740253,6.0424667,6.038406429
6/22/12,551.25,443.7073891,441.9779868,439.4631903,6.045740253,6.0424667,6.038406429
6/25/12,591.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/26/12,619.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/27/12,627.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/28/12,626.25,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
6/29/12,628.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
7/2/12,652.25,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
7/3/12,674,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/5/12,708.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/6/12,695.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/9/12,732,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/10/12,718.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/11/12,704,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/12/12,731.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/13/12,740.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/16/12,776.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/17/12,779.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
7/18/12,795,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
7/19/12,807.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/20/12,824.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/23/12,814,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
7/24/12,790,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/25/12,794.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/26/12,781.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/27/12,798.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
7/30/12,820,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
7/31/12,806.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/1/12,800.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/2/12,795.75,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
8/3/12,807.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
8/6/12,805,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
8/7/12,800.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/8/12,816.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/9/12,823.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/10/12,809.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/13/12,792.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/14/12,789,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/15/12,804,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/16/12,807.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/17/12,807.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/20/12,823.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/21/12,838.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/22/12,834.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/23/12,814.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/24/12,808.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/27/12,800.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/28/12,795.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
8/29/12,813.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/30/12,808.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
8/31/12,799.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/4/12,805,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
9/5/12,790.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/6/12,798.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/7/12,799.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/10/12,783.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/11/12,777.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/12/12,769.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/13/12,773.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/14/12,782,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/17/12,748,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/18/12,740,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/19/12,756.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/20/12,746,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/21/12,748.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
9/24/12,744.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/25/12,743.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/26/12,724.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/27/12,716.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
9/28/12,756.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/1/12,756.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/2/12,758.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/3/12,756.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/4/12,757,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/5/12,748,270.0533607,269.3249947,267.9071331,5.739417497,5.738068494,5.736795748
10/8/12,742,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/9/12,742,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/10/12,736.75,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
10/11/12,773.25,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
10/12/12,752.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/15/12,737.25,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
10/16/12,738.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/17/12,745.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/18/12,760.75,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
10/19/12,761.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/22/12,761.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/23/12,756,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/24/12,754.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/25/12,742,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
10/26/12,737.75,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
10/29/12,737,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
10/30/12,741.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
10/31/12,755.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/1/12,751,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
11/2/12,742.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/5/12,738,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
11/6/12,743,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/7/12,746,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/8/12,743.25,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
11/9/12,742,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
11/12/12,722.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/13/12,726.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/14/12,729.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
11/15/12,725,443.7073891,441.9779868,439.4631903,6.045740253,6.0424667,6.038406429
11/16/12,731,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
11/19/12,742.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
11/20/12,747.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/21/12,745.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/23/12,749.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/26/12,751.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/27/12,764,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/28/12,764,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/29/12,758.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
11/30/12,752.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/3/12,754.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/4/12,752,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/5/12,757.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
12/6/12,751.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
12/7/12,737.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/10/12,730,333.1296421,332.3234631,330.0646266,5.819540463,5.818389825,5.812333439
12/11/12,728,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
12/12/12,725.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/13/12,720.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
12/14/12,730.75,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
12/17/12,724,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/18/12,720,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/19/12,703,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
12/20/12,696.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/21/12,702,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/24/12,704.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/26/12,693.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/27/12,691.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
12/28/12,694,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
12/31/12,698.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
1/2/13,690.75,333.1296421,332.3234631,330.0646266,5.819540463,5.818389825,5.812333439
1/3/13,689.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
1/4/13,680.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/7/13,685.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
1/8/13,688.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/9/13,694.25,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
1/10/13,698.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/11/13,708.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/14/13,724,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/15/13,730.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/16/13,731.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/17/13,724.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/18/13,727.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
1/22/13,728.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
1/23/13,720.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
1/24/13,724.25,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
1/25/13,720.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/28/13,729.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
1/29/13,729.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
1/30/13,740.25,333.1296421,332.3234631,330.0646266,5.819540463,5.818389825,5.812333439
1/31/13,740.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
2/1/13,736,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
2/4/13,736.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/5/13,730.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/6/13,724,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
2/7/13,712,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/8/13,708.75,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
2/11/13,701.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/12/13,695.5,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
2/13/13,693.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/14/13,692.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
2/15/13,697,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
2/19/13,692,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
2/20/13,696.25,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
2/21/13,685.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/22/13,684.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/25/13,685.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
2/26/13,694.75,443.7073891,441.9779868,439.4631903,6.045740253,6.0424667,6.038406429
2/27/13,695.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
2/28/13,703.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/1/13,708.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/4/13,703.25,251.3277158,250.1311558,249.9361776,5.584408656,5.583347322,5.58360112
3/5/13,709,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/6/13,688.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/7/13,691.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/8/13,703.5,270.0533607,269.3249947,267.9071331,5.739417497,5.738068494,5.736795748
3/11/13,711.25,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
3/12/13,714.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/13/13,710.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/14/13,716.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/15/13,717,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/18/13,720,333.1296421,332.3234631,330.0646266,5.819540463,5.818389825,5.812333439
3/19/13,728.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/20/13,732.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/21/13,733,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
3/22/13,726.25,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
3/25/13,733.25,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
3/26/13,730.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/27/13,735.25,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
3/28/13,695.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/1/13,642.25,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/2/13,627.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/3/13,630.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/4/13,618.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/5/13,617.75,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
4/8/13,619.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/9/13,627.5,251.3277158,250.1311558,249.9361776,5.584408656,5.583347322,5.58360112
4/10/13,632.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/11/13,633.5,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/12/13,641.25,251.3277158,250.1311558,249.9361776,5.584408656,5.583347322,5.58360112
4/15/13,628,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/16/13,640.75,237.1038067,236.5634003,235.4622163,5.695098074,5.693960842,5.693106439
4/17/13,641.25,270.0533607,269.3249947,267.9071331,5.739417497,5.738068494,5.736795748
4/18/13,629.75,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
4/19/13,633,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/22/13,623.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/23/13,614,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/24/13,618.25,284.9362806,283.5514064,283.0374494,5.713827762,5.711534437,5.710594706
4/25/13,624.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
4/26/13,619.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/29/13,659.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
4/30/13,650,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/1/13,646.75,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
5/2/13,662,333.1296421,332.3234631,330.0646266,5.819540463,5.818389825,5.812333439
5/3/13,661.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/6/13,636.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/7/13,640,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/8/13,633,333.1296421,332.3234631,330.0646266,5.819540463,5.818389825,5.812333439
5/9/13,648.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/10/13,636.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/13/13,655.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/14/13,652.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/15/13,650.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/16/13,641.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/17/13,652.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/20/13,649.5,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
5/21/13,640,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
5/22/13,658.5,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/23/13,662,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/24/13,657.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
5/28/13,666.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/29/13,665,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
5/30/13,654.25,347.9165627,346.4531887,345.0985736,5.928080176,5.92442648,5.920724625
5/31/13,662,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/3/13,655.75,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/4/13,583.75,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/5/13,571,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
6/6/13,578,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/7/13,591.5,300.1236629,299.5041647,297.5620747,5.801151884,5.799482118,5.794557249
6/10/13,577.25,381.1217878,379.4711567,377.7977638,5.944072878,5.940674472,5.937577331
6/11/13,583.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/12/13,575,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/13/13,570.5,318.0849813,316.5115682,315.6789028,5.841180722,5.837649855,5.835512833
6/14/13,571.75,237.1038067,236.5634003,235.4622163,5.695098074,5.693960842,5.693106439
