"","tweets_corn$date","tweets_corn$settle","pre_cur_linear$lower.1","pre_cur_linear$lower.2","pre_five_linear$lower.1","pre_five_linear$lower.2","pre_ten_linear$lower.1","pre_ten_linear$lower.2","pre_cur_nlinear$lower.1","pre_cur_nlinear$lower.2","lower.1","lower.2","pre_ten_nlinear$lower.1","pre_ten_nlinear$lower.2"
"39",399,728,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
"40",419,717.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"41",426,705.5,333.12964214348,235.212975496685,332.323463135051,234.192144394804,330.064626611556,231.782120461384,5.81954046315172,5.63286607289839,5.81838982522086,5.63123102267378,5.81233343877176,5.62484819365134
"42",433,701,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"43",440,682.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"44",446,664.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"45",464,666,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"46",482,646.5,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
"47",489,683.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"48",509,686.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"49",516,686.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"50",523,681,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"51",530,702.5,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"52",535,689.5,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"53",553,671,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"54",560,671.75,237.103806686174,139.213983783179,236.5634002815,138.458745802091,235.462216272166,137.205575044914,5.69509807362734,5.50879291733735,5.6939608418192,5.50717224196794,5.69310643893586,5.50597831920973
"55",567,663.25,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
"56",574,693.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"57",581,736,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"58",600,767.5,443.707389123446,345.748732511261,441.977986825686,343.805298333288,439.46319028847,341.13859546151,6.04574025320263,5.85949920795887,6.0424667000638,5.85574363142946,6.03840642852238,5.8513430498181
"59",607,773.75,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
"60",614,770.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"61",620,766.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"62",626,774,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"63",645,781.25,410.446114458707,312.384604537613,408.902689768688,310.626597858255,406.706739420947,308.278980700126,6.13905706439803,5.95124103473981,6.13404993896448,5.94575846047873,6.12758811750397,5.93896337117665
"64",652,757.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"65",659,761,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"66",666,761,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"67",673,749.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"68",691,759.5,443.707389123446,345.748732511261,441.977986825686,343.805298333288,439.46319028847,341.13859546151,6.04574025320263,5.85949920795887,6.0424667000638,5.85574363142946,6.03840642852238,5.8513430498181
"69",698,757,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"70",705,740.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"71",712,744.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"72",736,768.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"73",743,772.75,333.12964214348,235.212975496685,332.323463135051,234.192144394804,330.064626611556,231.782120461384,5.81954046315172,5.63286607289839,5.81838982522086,5.63123102267378,5.81233343877176,5.62484819365134
"74",749,759.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"75",756,729.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"76",763,756.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"77",782,734.5,284.936280587068,187.144386247833,283.551406370439,185.545120403846,283.037449353899,184.879740384319,5.713827761501,5.52794410019912,5.71153443692773,5.52517012322736,5.710594706487,5.52389163457123
"78",789,723.75,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"79",796,729.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"80",803,708.75,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"81",809,686.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"82",826,707.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"83",833,707.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"84",840,677.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"85",846,680.5,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
"86",853,682,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"87",873,697.5,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"88",880,720.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"89",887,749.75,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"90",894,748.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"91",901,759.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"92",921,754,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"93",928,733.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"94",935,742.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"95",941,745.5,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"96",947,758.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"97",975,747.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"98",982,758.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"99",989,741.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"100",995,731,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"101",1016,711.5,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
"102",1023,717,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"103",1030,736,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"104",1037,754,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"105",1043,756,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"106",1062,751.75,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"107",1069,729,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"108",1075,704.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"109",1080,684.5,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"110",1085,687,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"111",1103,687.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"112",1109,702.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"113",1115,672.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"114",1121,668,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"115",1125,657,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"116",1143,644.25,237.103806686174,139.213983783179,236.5634002815,138.458745802091,235.462216272166,137.205575044914,5.69509807362734,5.50879291733735,5.6939608418192,5.50717224196794,5.69310643893586,5.50597831920973
"117",1149,670,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"118",1155,678,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"119",1161,648,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"120",1167,606.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"121",1190,625.5,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"122",1196,618.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"123",1201,625,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"124",1207,642.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"125",1225,643,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"126",1231,664,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"127",1237,686.75,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"128",1242,690.75,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"129",1248,701.25,318.08498127359,220.336281939704,316.511568174306,218.547669980833,315.678902758345,217.56341505921,5.84118072244118,5.65550640932506,5.83764985544985,5.65149160145894,5.83551283339491,5.64901619121889
"130",1266,696.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"131",1272,698,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"132",1278,688,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"133",1283,679.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"134",1288,690,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"135",1306,678.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"136",1312,689.75,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"137",1318,691.5,443.707389123446,345.748732511261,441.977986825686,343.805298333288,439.46319028847,341.13859546151,6.04574025320263,5.85949920795887,6.0424667000638,5.85574363142946,6.03840642852238,5.8513430498181
"138",1324,682.25,381.121787764437,283.3876673177,379.471156732641,281.522832508631,377.797763806022,279.697870810651,5.94407287795731,5.75843973440829,5.94067447211701,5.754560362481,5.9375773312716,5.75112467058645
"139",1330,665.5,347.916562653694,250.109292221673,346.453188680955,248.431842404619,345.098573636398,246.92586191353,5.92808017569513,5.74209826118788,5.92442648018582,5.7379646758739,5.92072462491103,5.7339262355837
